NoseX,NoseY,NeckX,NeckY,RShoulderX,RShoulderY,RElbowX,RElbowY,RWristX,RWristY,LShoulderLElbowX,LShoulderLElbowY,LWristX,LWristY,RHipX,RHipY,RKneeX,RKneeY,RAnkleX,RAnkleY,LHipX,LHipY,LKneeX,LKneeY,LAnkleX,LAnkleY,REyeX,REyeY,LEyeX,LEyeY,REarX,REarY,LEarX,LEarY,BackgroundX,BackgroundY
0.4728261,0.5,0.51086956,0.5706522,0.48369566,0.57608694,0.0,0.0,0.0,0.0,0.5380435,0.5597826,0.5652174,0.6902174,0.0,0.0,0.57608694,0.7554348,0.0,0.0,0.0,0.0,0.6032609,0.7663044,0.4673913,0.79347825,0.5706522,0.91847825,0.45652175,0.49456522,0.48369566,0.48369566,0.45108697,0.51086956,0.5054348,0.47826087
0.5054348,0.5,0.52717394,0.5869565,0.5054348,0.5869565,0.5,0.6902174,0.4728261,0.73913044,0.5652174,0.58152175,0.58152175,0.7119565,0.5163044,0.76086956,0.52717394,0.76086956,0.4347826,0.8043478,0.5163044,0.90217394,0.58152175,0.7826087,0.46195653,0.8097826,0.5543478,0.91847825,0.49456522,0.48913044,0.5217391,0.48369566,0.48369566,0.5,0.5380435,0.49456522
0.48369566,0.5054348,0.51086956,0.5706522,0.47826087,0.5869565,0.5,0.66847825,0.0,0.0,0.5543478,0.5597826,0.58152175,0.6956522,0.0,0.0,0.5543478,0.75,0.45108697,0.79891306,0.5326087,0.90217394,0.6032609,0.7554348,0.47826087,0.8043478,0.5706522,0.9076087,0.4673913,0.49456522,0.49456522,0.48913044,0.45652175,0.51086956,0.5163044,0.48913044
0.54347825,0.36956522,0.5380435,0.4456522,0.48913044,0.45652175,0.49456522,0.54891306,0.48369566,0.59782606,0.59782606,0.4347826,0.6195652,0.54891306,0.6086956,0.6032609,0.5163044,0.625,0.5054348,0.75,0.5380435,0.8695652,0.5869565,0.625,0.5869565,0.7445652,0.57608694,0.8967391,0.52717394,0.35869566,0.54891306,0.35869566,0.5054348,0.36956522,0.5597826,0.36413044
0.72282606,0.26630434,0.67391306,0.35869566,0.63586956,0.35869566,0.6086956,0.51086956,0.61413044,0.58152175,0.7119565,0.36413044,0.70652175,0.5,0.7173913,0.5706522,0.61413044,0.57608694,0.6032609,0.72282606,0.54347825,0.8695652,0.6630435,0.57608694,0.66847825,0.7282609,0.6467391,0.88586956,0.70652175,0.25,0.7282609,0.25,0.66847825,0.26630434,0.0,0.0
0.63586956,0.2228261,0.6413044,0.33152175,0.57608694,0.3423913,0.5597826,0.4456522,0.0,0.0,0.70652175,0.32608697,0.7282609,0.4728261,0.7282609,0.5652174,0.6086956,0.5706522,0.6195652,0.7554348,0.6847826,0.9347826,0.6902174,0.57608694,0.6902174,0.7663044,0.6902174,0.9402174,0.6195652,0.21195652,0.6467391,0.20652173,0.6032609,0.2228261,0.6630435,0.2173913
0.67391306,0.22826087,0.7173913,0.33695653,0.6793478,0.33695653,0.6902174,0.46195653,0.6195652,0.52717394,0.7554348,0.33695653,0.72282606,0.48369566,0.63586956,0.52717394,0.65217394,0.58152175,0.6467391,0.75,0.65217394,0.91847825,0.70652175,0.5923913,0.7173913,0.75,0.7282609,0.9347826,0.6630435,0.21195652,0.6902174,0.21195652,0.0,0.0,0.72282606,0.2173913
0.5706522,0.2228261,0.59782606,0.33152175,0.5652174,0.33695653,0.0,0.0,0.0,0.0,0.6413044,0.33152175,0.66847825,0.4728261,0.66847825,0.5543478,0.57608694,0.54347825,0.0,0.0,0.0,0.0,0.6195652,0.5706522,0.5869565,0.7663044,0.6086956,0.9293478,0.5543478,0.20652173,0.58152175,0.20652173,0.54347825,0.2228261,0.6032609,0.21195652
0.5326087,0.21195652,0.54347825,0.32608697,0.48369566,0.33152175,0.45652175,0.4402174,0.3478261,0.5217391,0.6086956,0.32608697,0.6413044,0.46195653,0.6576087,0.57608694,0.5217391,0.5706522,0.5054348,0.7826087,0.5163044,0.9456522,0.5869565,0.58152175,0.57608694,0.77717394,0.57608694,0.9293478,0.5163044,0.20108695,0.54347825,0.19565217,0.49456522,0.20652173,0.5652174,0.20108695
0.5054348,0.2173913,0.5,0.33695653,0.4402174,0.33695653,0.4021739,0.4402174,0.33695653,0.5217391,0.5597826,0.3206522,0.5869565,0.4347826,0.0,0.0,0.5,0.58152175,0.5706522,0.7717391,0.52717394,0.9456522,0.5597826,0.58152175,0.5706522,0.7717391,0.5380435,0.9402174,0.48369566,0.20652173,0.5163044,0.20108695,0.4673913,0.2173913,0.5326087,0.20652173
0.7445652,0.21195652,0.6576087,0.32608697,0.66847825,0.33152175,0.6902174,0.48369566,0.7554348,0.5923913,0.6467391,0.3152174,0.0,0.0,0.0,0.0,0.6847826,0.6032609,0.6902174,0.79891306,0.6467391,0.9347826,0.66847825,0.6032609,0.6847826,0.79347825,0.0,0.0,0.7336956,0.19565217,0.0,0.0,0.70108694,0.20652173,0.0,0.0
0.73913044,0.2173913,0.7445652,0.33695653,0.6793478,0.33152175,0.65217394,0.46195653,0.625,0.5652174,0.8097826,0.3423913,0.83152175,0.48369566,0.0,0.0,0.6847826,0.57608694,0.66847825,0.7717391,0.6630435,0.9130435,0.7663044,0.5869565,0.7445652,0.7554348,0.6847826,0.90217394,0.72282606,0.20652173,0.7554348,0.20108695,0.70652175,0.2228261,0.77717394,0.20652173
0.7173913,0.2173913,0.7282609,0.33695653,0.6630435,0.33152175,0.0,0.0,0.0,0.0,0.7880435,0.3478261,0.8043478,0.48913044,0.79891306,0.59782606,0.6630435,0.5869565,0.6902174,0.76086956,0.70108694,0.9347826,0.7445652,0.5869565,0.7282609,0.7663044,0.70108694,0.9347826,0.70108694,0.20652173,0.7282609,0.20652173,0.6902174,0.2228261,0.7554348,0.2173913
0.6956522,0.22826087,0.70108694,0.3043478,0.6630435,0.29891303,0.0,0.0,0.0,0.0,0.7445652,0.29347825,0.0,0.0,0.0,0.0,0.6467391,0.57608694,0.6576087,0.7336956,0.0,0.0,0.7173913,0.5706522,0.70652175,0.7445652,0.70108694,0.92391306,0.6793478,0.2173913,0.70652175,0.2173913,0.6630435,0.22826087,0.7282609,0.22826087
0.6793478,0.24456522,0.6847826,0.3097826,0.63586956,0.3043478,0.625,0.25543478,0.0,0.0,0.7282609,0.3152174,0.70652175,0.4347826,0.0,0.0,0.6413044,0.5597826,0.65217394,0.7336956,0.6847826,0.88586956,0.6956522,0.5597826,0.70108694,0.73913044,0.6956522,0.88586956,0.6630435,0.23369566,0.6902174,0.23369566,0.6467391,0.24456522,0.70652175,0.23369566
0.70652175,0.26086956,0.7173913,0.3152174,0.67391306,0.3097826,0.6576087,0.2771739,0.0,0.0,0.7663044,0.3097826,0.7717391,0.21195652,0.75,0.16847827,0.66847825,0.54891306,0.6793478,0.70108694,0.70108694,0.8206522,0.7336956,0.5597826,0.7336956,0.70108694,0.7173913,0.82608694,0.6956522,0.25,0.7173913,0.24456522,0.6793478,0.25543478,0.73913044,0.25
0.7282609,0.27173913,0.7336956,0.3206522,0.6956522,0.32608697,0.67391306,0.2826087,0.0,0.0,0.7717391,0.3097826,0.7826087,0.2173913,0.77717394,0.14673913,0.70108694,0.5326087,0.6956522,0.6630435,0.70108694,0.75,0.7554348,0.5326087,0.73913044,0.6630435,0.72282606,0.79347825,0.7173913,0.26086956,0.73913044,0.26086956,0.70108694,0.27173913,0.75,0.25543478
0.7554348,0.2826087,0.76086956,0.3423913,0.72282606,0.3423913,0.0,0.0,0.0,0.0,0.8043478,0.33695653,0.0,0.0,0.0,0.0,0.7282609,0.52717394,0.72282606,0.65217394,0.72282606,0.77717394,0.77717394,0.52717394,0.7717391,0.6467391,0.75,0.7663044,0.7445652,0.27173913,0.7663044,0.27173913,0.7336956,0.2826087,0.7826087,0.2771739
0.7173913,0.2771739,0.7282609,0.3423913,0.6847826,0.3423913,0.0,0.0,0.0,0.0,0.7663044,0.33695653,0.7826087,0.46195653,0.0,0.0,0.6902174,0.5543478,0.66847825,0.6793478,0.0,0.0,0.7445652,0.54891306,0.7282609,0.6793478,0.72282606,0.8097826,0.70652175,0.26630434,0.7282609,0.26630434,0.6902174,0.2771739,0.7445652,0.27173913
0.67391306,0.23913044,0.6793478,0.3423913,0.625,0.3478261,0.61413044,0.45108697,0.59782606,0.54891306,0.7336956,0.33152175,0.7554348,0.45652175,0.73913044,0.5597826,0.6413044,0.5543478,0.65217394,0.7173913,0.6902174,0.8804348,0.70108694,0.5597826,0.70652175,0.72282606,0.7173913,0.8423913,0.6576087,0.22826087,0.6847826,0.22826087,0.6413044,0.24456522,0.70108694,0.23369566
0.65217394,0.21195652,0.66847825,0.33152175,0.6032609,0.33695653,0.5923913,0.4728261,0.5706522,0.5706522,0.72282606,0.32608697,0.73913044,0.4673913,0.72282606,0.5923913,0.61413044,0.5869565,0.6032609,0.7717391,0.5923913,0.9293478,0.6902174,0.5923913,0.6847826,0.77717394,0.6630435,0.9130435,0.63586956,0.20108695,0.66847825,0.19565217,0.625,0.2173913,0.6847826,0.20108695
0.5869565,0.17934783,0.5869565,0.3206522,0.5054348,0.3206522,0.48913044,0.48369566,0.47826087,0.625,0.6576087,0.32608697,0.67391306,0.47826087,0.6630435,0.58152175,0.52717394,0.6195652,0.5163044,0.8532609,0.5054348,0.9619565,0.61413044,0.625,0.6032609,0.84782606,0.58152175,0.97282606,0.5652174,0.16304348,0.59782606,0.16304348,0.5380435,0.17934783,0.6195652,0.16847827
0.77717394,0.20108695,0.7119565,0.3478261,0.65217394,0.33695653,0.59782606,0.52717394,0.0,0.0,0.7717391,0.35869566,0.75,0.5326087,0.7663044,0.66847825,0.6467391,0.6793478,0.65217394,0.8152174,0.6576087,0.9402174,0.72282606,0.6793478,0.76086956,0.8804348,0.0,0.0,0.75,0.17934783,0.79347825,0.17934783,0.70652175,0.19565217,0.0,0.0
0.9782609,0.375,0.9402174,0.46195653,0.86413044,0.46195653,0.6956522,0.6304348,0.7663044,0.8804348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97282606,0.35869566,0.0,0.0,0.9347826,0.35869566,0.0,0.0
0.5597826,0.1576087,0.625,0.3043478,0.5706522,0.3206522,0.5597826,0.5217391,0.5163044,0.6195652,0.6847826,0.29891303,0.6902174,0.5054348,0.6032609,0.6304348,0.57608694,0.6304348,0.57608694,0.7880435,0.0,0.0,0.6630435,0.6304348,0.6847826,0.9130435,0.0,0.0,0.54347825,0.14130434,0.57608694,0.13043478,0.0,0.0,0.6195652,0.14130434
0.52717394,0.14673913,0.5326087,0.3152174,0.4456522,0.3206522,0.4402174,0.5054348,0.375,0.6630435,0.61413044,0.3097826,0.6467391,0.49456522,0.6467391,0.6793478,0.47826087,0.6467391,0.45652175,0.8913044,0.0,0.0,0.5869565,0.6576087,0.58152175,0.90217394,0.0,0.0,0.5,0.125,0.54891306,0.11956522,0.47826087,0.14673913,0.57608694,0.13586956
